domain,company_overview,target_audience,public_emails,key_leadership,data_confidence_score,total_tokens,errors
vapi.ai,Enrichment could not be completed. See the errors field for details.,,,,0.0,,"https://vapi.ai/about: HTTP 404; https://vapi.ai/team: HTTP 404; https://vapi.ai/company: HTTP 404; https://vapi.ai/contact: HTTP 404; Extraction error: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m2asx4exerdbjg5psgekjvkg` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 195917, Requested 5882. Please try again in 12m57.168s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
